passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-095178,Linda Miller,10.4,Male,UK,Single,Student,3,283488,138.09,F,Cherbourg,Family Visit,5,0,0,1,1,0.12,341,0.47,Unknown,93.7,24.2,High,0.23,Child,138.09,0.57,0.2534,0
T2-095179,William Müller,22.3,Female,Germany,Married,Business,3,730337,83.63,F,Southampton,Business,3,1,1,3,0,0.45,619,0.32,Unknown,88.8,22.9,High,-0.16,Adult,27.88,0.99,0.3925,0
T2-095180,Robert Chen,19.2,Male,USA,Married,Unknown,3,946122,211.54,Unknown,Southampton,Leisure,5,0,2,3,0,0.48,324,0.09,Unknown,87.8,17.0,Low,0.34,Adult,70.51,1.18,0.0943,0
T2-095181,Robert Sato,11.6,Female,UK,Single,Student,3,533079,129.24,E,Cherbourg,Business,9,1,0,2,0,0.27,439,0.59,Unknown,95.9,24.6,High,0.05,Child,64.62,0.63,0.6067,1
T2-095182,Susan Kim,23.8,Female,France,Widowed,Military,2,988628,524.92,Unknown,Southampton,Relocation,5,1,1,3,0,0.38,969,0.63,Unknown,87.4,20.1,High,0.63,Adult,174.97,0.75,0.2111,0
T2-095183,Elena Johnson,37.4,Male,USA,Widowed,Healthcare,2,360071,578.08,D,Queenstown,Relocation,13,0,1,2,0,0.85,567,0.62,Unknown,83.4,5.7,Low,1.08,Middle_Aged,289.04,0.6,0.3691,1
T2-095184,Susan Williams,47.3,Male,Brazil,Single,Education,3,236439,86.69,Unknown,Southampton,Relocation,8,0,0,1,1,0.18,474,0.6,Unknown,68.4,29.9,Low,0.18,Middle_Aged,86.69,0.47,0.0732,0
T2-095185,Robert Miller,47.6,Male,China,Married,Laborer,1,502986,1465.47,Unknown,Southampton,Leisure,13,1,0,2,0,0.03,616,0.69,Asthma,58.9,20.1,Medium,4.58,Middle_Aged,732.74,0.55,0.7218,1
T2-095186,Patricia Rodriguez,36.1,Male,Australia,Married,Tech,2,145052,666.21,C,Southampton,Leisure,13,1,2,4,0,0.09,660,0.83,Unknown,87.9,18.5,Low,1.34,Middle_Aged,166.55,0.74,0.1595,0
T2-095187,Wei Lopez,17.4,Female,UK,Single,Student,2,843220,417.17,D,New York,Relocation,11,0,0,1,1,0.88,353,0.56,Unknown,91.0,13.6,High,0.9,Teen,417.17,0.5,0.3296,1
T2-095188,Jennifer Silva,21.3,Male,Germany,Married,Laborer,2,126083,391.39,E,Queenstown,Business,7,0,1,2,0,0.5,475,0.44,Unknown,78.6,1.7,Low,0.79,Adult,195.7,0.75,0.3411,1
T2-095189,Michael Chen,33.3,Female,Brazil,Single,Healthcare,3,456112,156.6,G,Southampton,Relocation,4,3,0,4,0,0.56,52,0.05,Unknown,82.3,58.6,High,0.36,Adult,39.15,1.36,0.1209,0
T2-095190,Susan Kim,30.4,Female,UK,Married,Laborer,3,396496,233.13,E,Southampton,Leisure,7,2,1,4,0,0.56,469,0.46,Unknown,76.0,7.2,High,0.05,Adult,58.28,1.03,0.6351,1
T2-095191,Joseph Williams,21.8,Female,UK,Married,Business,3,501479,107.63,F,Southampton,Business,13,2,0,3,0,0.3,473,0.36,Asthma,82.5,29.4,High,-0.1,Adult,35.88,0.96,0.0871,0
T2-095192,Jennifer O'Connor,22.1,Non-Binary,Germany,Married,Student,1,791709,853.45,C,Southampton,Leisure,6,0,0,1,1,0.02,137,0.85,Unknown,92.8,10.5,Medium,2.63,Adult,853.45,0.27,0.2459,0
T2-095193,Elizabeth Martinez,51.8,Male,Canada,Divorced,Engineering,1,108244,1204.42,D,New York,Leisure,3,0,1,2,0,0.27,304,0.53,Unknown,70.9,60.3,Medium,3.57,Middle_Aged,602.21,0.68,0.1676,0
T2-095194,Linda Smith,18.2,Female,UK,Divorced,Business,2,988922,168.1,C,Southampton,Leisure,5,2,1,4,0,0.82,996,0.81,Mild Chronic,76.2,32.4,High,0.45,Adult,42.02,0.75,0.6829,1
T2-095195,Linda Chen,25.9,Male,USA,Single,Military,3,256920,114.39,G,Southampton,Leisure,3,0,0,1,1,0.64,793,0.3,Unknown,89.2,10.5,Low,0.06,Adult,114.39,0.71,0.1771,0
T2-095196,Robert Ali,21.5,Non-Binary,Canada,Married,Healthcare,1,364493,1522.13,A,Cherbourg,Relocation,4,2,0,3,0,0.24,661,0.88,Unknown,88.6,39.2,Medium,4.3,Adult,507.38,0.55,0.5585,0
T2-095197,Jessica Wilson,5.4,Male,UK,Single,Student,3,657214,171.4,Unknown,Cherbourg,Relocation,4,1,1,3,0,0.08,836,0.44,Mild Chronic,86.4,21.0,High,0.37,Child,57.13,0.9,0.1385,1
T2-095198,Mateo Davis,20.2,Male,USA,Married,Tourism,3,877672,147.06,G,Cherbourg,Relocation,7,1,0,2,0,0.8,977,0.24,Asthma,68.8,6.3,Low,-0.06,Adult,73.53,0.91,0.3745,0
T2-095199,David Smith,21.6,Female,Germany,Married,Education,1,499766,1064.77,B,Southampton,Leisure,10,0,0,1,1,0.84,452,0.74,Mild Chronic,87.5,3.2,High,3.45,Adult,1064.77,0.36,0.4893,1
T2-095200,Michael Rodriguez,39.9,Female,UK,Married,Laborer,3,510006,164.33,E,Cherbourg,Relocation,3,1,0,2,0,0.72,677,0.51,Mild Chronic,64.3,22.1,High,0.49,Middle_Aged,82.16,0.69,0.3686,1
T2-095201,Mary Smith,85.0,Female,Canada,Single,Business,3,142806,161.19,E,Queenstown,Family Visit,5,0,1,2,0,0.39,260,0.33,Unknown,50.2,49.2,High,0.02,Senior,80.6,0.84,0.0451,0
T2-095202,Michael Chen,35.1,Female,UK,Single,Tourism,1,941729,1207.5,Unknown,Southampton,Business,6,1,1,3,0,0.24,217,0.37,Asthma,68.5,42.1,High,3.59,Middle_Aged,402.5,0.95,0.1911,0
T2-095203,Jennifer Brown,63.6,Male,USA,Divorced,Engineering,1,423536,1030.97,D,Queenstown,Relocation,10,0,1,2,0,0.39,250,0.68,Cardiovascular,35.4,37.1,Medium,3.12,Senior,515.48,0.56,0.0954,0
T2-095204,Sofia Martinez,14.6,Female,France,Single,Student,2,126230,400.9,Unknown,Queenstown,Relocation,3,1,0,2,0,0.42,699,0.53,Asthma,72.7,59.0,High,0.73,Teen,200.45,0.68,0.102,0
T2-095205,Aarav Müller,33.2,Male,USA,Married,Laborer,3,227168,267.18,F,Southampton,Leisure,3,2,0,3,0,0.27,576,0.24,Unknown,86.9,48.3,Low,0.2,Adult,89.06,1.06,0.0333,0
T2-095206,James Miller,32.1,Male,Japan,Married,Laborer,2,124183,235.05,D,Southampton,Business,7,1,1,3,0,0.04,721,0.75,Mild Chronic,72.2,45.2,Low,0.43,Adult,78.35,0.65,0.3236,0
T2-095207,Aarav Williams,8.3,Male,USA,Single,Student,3,789369,189.74,Unknown,Southampton,Relocation,13,2,0,3,0,0.64,774,0.29,Mild Chronic,86.0,15.3,High,0.4,Child,63.25,1.02,0.0652,0
T2-095208,Barbara Ivanov,38.5,Male,Japan,Married,Business,1,779004,1532.93,D,New York,Leisure,6,0,2,3,0,0.07,386,0.71,Unknown,81.0,17.7,Medium,5.21,Middle_Aged,510.98,0.68,0.2783,0
T2-095209,Yuki Miller,40.9,Male,India,Single,Education,2,609399,700.64,Unknown,Cherbourg,Leisure,10,1,0,2,0,0.04,119,0.63,Asthma,69.1,37.6,Low,1.24,Middle_Aged,350.32,0.6,0.2143,1
T2-095210,Wei Davis,18.2,Female,USA,Divorced,Unknown,2,198420,381.69,C,Southampton,Business,10,1,0,2,0,0.54,86,0.78,Cardiovascular,62.1,46.4,High,0.5,Adult,190.84,0.48,0.2235,1
T2-095211,Linda O'Connor,64.9,Male,Brazil,Divorced,Healthcare,3,910583,156.43,F,New York,Business,6,0,0,1,1,0.16,876,0.25,Mild Chronic,57.1,7.5,Low,0.38,Senior,156.43,0.75,0.0522,0
T2-095212,Mateo Chen,35.5,Male,Germany,Married,Student,2,568541,441.05,Unknown,Southampton,Leisure,6,1,0,2,0,0.16,32,0.64,Unknown,82.1,19.9,Low,0.74,Middle_Aged,220.52,0.59,0.1742,0
T2-095213,John Johnson,35.6,Female,USA,Married,Education,2,423880,303.44,D,Cherbourg,Business,6,0,0,1,1,0.7,730,0.79,Mild Chronic,69.6,5.5,High,0.65,Middle_Aged,303.44,0.32,0.6563,0
T2-095214,Elizabeth Kim,72.5,Male,India,Single,Tourism,3,917648,149.08,E,Southampton,Leisure,6,2,0,3,0,0.05,436,0.27,Unknown,53.4,25.6,Low,0.25,Senior,49.69,1.03,0.0346,0
T2-095215,Jessica Davis,33.2,Male,Japan,Single,Tourism,3,812911,80.92,F,Southampton,Leisure,3,0,0,1,1,0.16,188,0.27,Unknown,82.7,14.8,Low,0.07,Adult,80.92,0.73,0.1505,0
T2-095216,Aarav Chen,43.7,Male,USA,Single,Military,1,620771,1464.28,C,Cherbourg,Leisure,13,0,0,1,1,0.2,944,0.63,Unknown,85.0,28.6,Medium,4.36,Middle_Aged,1464.28,0.45,0.1329,0
T2-095217,James Sato,42.0,Male,France,Single,Student,2,362494,381.82,C,Southampton,Leisure,7,0,0,1,1,0.42,578,0.89,Unknown,85.0,32.0,Low,0.66,Middle_Aged,381.82,0.24,0.3334,1
T2-095218,Linda Hernandez,35.0,Female,Germany,Married,Engineering,2,634220,402.41,E,New York,Leisure,12,0,0,1,1,0.98,545,0.59,Unknown,88.1,57.0,High,1.05,Adult,402.41,0.48,0.2049,0
T2-095219,Sofia Müller,28.7,Male,UK,Single,Student,3,320356,145.45,G,New York,Business,10,1,0,2,0,0.68,422,0.15,Unknown,83.3,30.5,Low,0.11,Adult,72.72,0.98,0.1448,1
T2-095220,John Hernandez,34.8,Male,USA,Married,Laborer,3,766593,159.19,E,Southampton,Relocation,8,1,2,4,0,0.34,858,0.47,Unknown,81.6,29.4,Low,-0.0,Adult,39.8,1.02,0.4216,0
T2-095221,Jessica Ali,38.9,Female,France,Divorced,Tourism,3,180236,89.68,Unknown,Southampton,Business,5,2,0,3,0,0.58,325,0.41,Unknown,78.6,17.3,High,-0.13,Middle_Aged,29.89,0.92,0.1932,1
T2-095222,Jessica Müller,29.5,Male,USA,Single,Tourism,3,404651,135.67,F,Cherbourg,Leisure,5,2,2,5,0,0.58,951,0.31,Unknown,84.7,5.3,Low,0.12,Adult,27.13,1.3,0.3896,1
T2-095223,Jessica Silva,17.6,Female,Brazil,Single,Student,3,273368,136.85,G,Southampton,Relocation,10,1,0,2,0,0.64,538,0.04,Unknown,91.1,26.7,High,0.01,Teen,68.42,1.07,0.4282,0
T2-095224,Lars Garcia,11.0,Female,France,Single,Student,2,657268,525.27,E,Southampton,Business,9,0,1,2,0,0.3,613,0.32,Unknown,83.0,13.4,High,1.33,Child,262.64,0.84,0.4225,0
T2-095225,Barbara Lopez,11.2,Female,USA,Single,Student,3,399833,277.42,E,Southampton,Family Visit,9,2,0,3,0,0.0,394,0.49,Unknown,93.4,31.2,High,-0.05,Child,92.47,0.86,0.542,0
T2-095226,William Martinez,14.8,Female,India,Single,Student,3,541155,180.95,F,Cherbourg,Leisure,9,0,0,1,1,0.45,172,0.14,Unknown,90.7,28.9,High,0.2,Teen,180.95,0.84,0.2035,0
T2-095227,Aarav Rodriguez,10.0,Female,India,Single,Student,3,538722,84.36,Unknown,Southampton,Family Visit,4,0,0,1,1,0.46,968,0.35,Mobility Impaired,45.9,16.6,High,0.26,Child,84.36,0.67,0.3107,0
T2-095228,Lars Martinez,22.4,Male,USA,Married,Unknown,2,521180,541.54,D,Southampton,Relocation,9,0,1,2,0,0.37,296,0.66,Unknown,85.2,14.2,Low,0.98,Adult,270.77,0.57,0.3052,0
T2-095229,Elena Anderson,18.4,Male,USA,Single,Student,3,704523,135.83,E,Southampton,Relocation,10,0,2,3,0,0.18,683,0.46,Unknown,85.4,5.8,Low,0.07,Adult,45.28,0.88,0.3276,0
T2-095230,David Ali,31.3,Female,USA,Married,Tech,3,364197,134.71,E,Cherbourg,Business,6,2,0,3,0,0.82,755,0.46,Unknown,79.7,22.6,High,-0.17,Adult,44.9,0.88,0.1938,0
T2-095231,Mateo Lopez,35.2,Male,UK,Married,Tech,3,556338,148.5,G,Cherbourg,Business,5,0,0,1,1,0.64,154,0.13,Unknown,79.4,32.9,Low,-0.07,Middle_Aged,148.5,0.85,0.0833,0
T2-095232,David Patel,43.8,Female,UK,Single,Student,3,897206,144.45,F,Southampton,Business,13,1,1,3,0,0.01,798,0.29,Unknown,80.7,53.4,High,-0.03,Middle_Aged,48.15,1.02,0.4252,1
T2-095233,Mateo Anderson,51.4,Male,UK,Married,Engineering,3,335362,243.69,F,Queenstown,Leisure,7,3,1,5,0,0.1,125,0.4,Unknown,69.1,54.9,Low,-0.05,Middle_Aged,48.74,1.23,0.0163,0
T2-095234,Barbara Rodriguez,43.9,Male,India,Married,Tech,2,836276,515.49,Unknown,Cherbourg,Leisure,3,0,0,1,1,0.24,441,0.59,Mild Chronic,62.0,29.9,Low,1.05,Middle_Aged,515.49,0.48,0.0841,0
T2-095235,Aarav Kim,85.0,Male,UK,Married,Military,3,180550,138.06,F,Southampton,Leisure,11,0,1,2,0,0.11,833,0.32,Unknown,46.2,18.0,Low,0.07,Senior,69.03,0.84,0.0554,0
T2-095236,Mary Miller,31.9,Male,Canada,Married,Engineering,3,511355,104.63,G,Southampton,Business,3,0,1,2,0,0.74,39,0.28,Unknown,84.8,18.9,Low,0.31,Adult,52.32,0.88,0.042,0
T2-095237,Patricia Gonzalez,20.2,Male,India,Married,Tech,1,390136,2005.24,Unknown,Queenstown,Leisure,5,0,0,1,1,0.73,867,0.62,Cardiovascular,58.0,24.4,Medium,5.89,Adult,2005.24,0.45,0.2811,0
T2-095238,Patricia Patel,18.8,Male,USA,Single,Education,3,236864,192.97,E,Queenstown,Leisure,3,1,0,2,0,0.05,521,0.46,Unknown,85.7,29.3,Low,0.04,Adult,96.48,0.73,0.1479,0
T2-095239,Yuki Jones,37.6,Female,UK,Married,Business,3,630378,164.31,E,Cherbourg,Leisure,7,1,0,2,0,0.38,689,0.47,Unknown,75.5,43.0,High,0.16,Middle_Aged,82.16,0.72,0.1377,1
T2-095240,Susan Lopez,49.9,Male,China,Married,Student,2,166641,620.45,C,Southampton,Business,11,0,0,1,1,0.29,216,0.79,Unknown,71.3,49.8,Low,1.14,Middle_Aged,620.45,0.32,0.0365,0
T2-095241,Richard Gonzalez,49.1,Male,France,Married,Tech,2,557356,576.12,D,Cherbourg,Business,12,0,0,1,1,0.13,528,0.46,Mild Chronic,65.2,13.1,Low,1.27,Middle_Aged,576.12,0.58,0.0472,0
T2-095242,William Williams,68.0,Male,India,Married,Military,1,250887,1099.55,D,Cherbourg,Business,10,0,0,1,1,0.02,457,0.55,Unknown,63.8,26.8,Medium,3.59,Senior,1099.55,0.51,0.1218,1
T2-095243,Joseph Ivanov,19.4,Female,USA,Married,Military,3,294538,192.79,G,Southampton,Relocation,8,0,1,2,0,0.38,176,0.15,Unknown,95.5,44.3,High,0.04,Adult,96.4,0.98,0.0372,0
T2-095244,Lars Anderson,23.9,Female,France,Single,Healthcare,3,148203,103.81,F,Queenstown,Leisure,12,0,1,2,0,0.59,456,0.42,Unknown,78.7,9.0,High,0.17,Adult,51.9,0.76,0.4728,0
T2-095245,Fatima Miller,11.3,Male,USA,Single,Student,3,432891,161.59,E,Southampton,Leisure,13,0,0,1,1,0.32,124,0.4,Unknown,100.0,37.6,High,0.26,Child,161.59,0.63,0.1881,0
T2-095246,Elizabeth Garcia,29.5,Female,USA,Married,Tech,3,916976,63.24,E,Queenstown,Business,4,1,0,2,0,0.62,179,0.44,Unknown,88.3,22.7,High,0.26,Adult,31.62,0.75,0.5884,0
T2-095247,Robert Ali,19.8,Female,USA,Married,Engineering,3,313135,127.93,F,Cherbourg,Leisure,9,0,0,1,1,0.14,962,0.28,Unknown,91.6,21.9,High,0.4,Adult,127.93,0.73,0.3304,1
T2-095248,Patricia Garcia,59.2,Male,Canada,Widowed,Healthcare,3,356695,138.29,Unknown,Cherbourg,Leisure,11,1,0,2,0,0.11,194,0.29,Mild Chronic,61.3,8.3,Low,0.21,Middle_Aged,69.14,0.87,0.1119,0
T2-095249,Aarav Gonzalez,25.8,Female,Canada,Divorced,Tech,3,889459,81.05,E,Southampton,Leisure,9,0,1,2,0,0.37,871,0.4,Unknown,82.5,0.7,High,0.38,Adult,40.52,0.78,0.4473,1
T2-095250,Patricia Jones,31.4,Female,India,Single,Education,2,752918,621.58,C,New York,Leisure,8,0,0,1,1,0.32,561,0.8,Unknown,81.2,87.8,High,1.03,Adult,621.58,0.31,0.3143,0
T2-095251,Jessica Patel,48.9,Female,USA,Widowed,Tech,3,386813,84.1,F,New York,Leisure,4,0,1,2,0,0.37,122,0.1,Mild Chronic,64.2,4.9,High,0.03,Middle_Aged,42.05,1.02,0.3825,0
T2-095252,David Garcia,29.7,Female,France,Married,Tourism,3,189345,132.68,F,Southampton,Leisure,11,0,0,1,1,0.57,337,0.33,Unknown,94.4,5.1,High,-0.04,Adult,132.68,0.69,0.5262,0
T2-095253,Michael Müller,29.8,Male,China,Single,Healthcare,2,197976,408.18,Unknown,Cherbourg,Business,6,1,1,3,0,0.75,700,0.47,Unknown,90.4,36.2,Low,0.65,Adult,136.06,0.87,0.103,0
T2-095254,James Kim,11.3,Female,India,Single,Student,3,497864,121.1,E,Southampton,Leisure,3,0,1,2,0,0.14,4,0.65,Cardiovascular,72.7,12.2,High,0.22,Child,60.55,0.58,0.4619,1
T2-095255,John Müller,44.8,Female,Germany,Single,Tourism,3,968781,110.6,G,Queenstown,Leisure,4,1,1,3,0,0.89,934,0.04,Unknown,75.6,31.6,High,0.42,Middle_Aged,36.87,1.22,0.2732,0
T2-095256,Jessica Smith,27.9,Female,USA,Married,Tech,3,489476,132.53,Unknown,Southampton,Relocation,8,1,2,4,0,0.02,795,0.37,Mild Chronic,71.9,31.6,High,0.15,Adult,33.13,1.1,0.2206,0
T2-095257,Patricia Jones,33.2,Male,UK,Married,Business,3,225604,195.57,Unknown,Southampton,Leisure,7,0,0,1,1,0.02,59,0.32,Unknown,88.9,28.5,Low,0.01,Adult,195.57,0.69,0.1397,0
T2-095258,Lars Anderson,43.9,Female,UK,Single,Unknown,2,605314,343.35,E,Southampton,Business,3,3,1,5,0,0.06,779,0.48,Unknown,76.4,16.1,High,0.93,Middle_Aged,68.67,1.17,0.3431,0
T2-095259,John Smith,63.5,Female,USA,Single,Business,3,756172,138.03,F,Queenstown,Family Visit,9,0,0,1,1,0.25,650,0.15,Mild Chronic,61.7,17.3,High,0.16,Senior,138.03,0.83,0.1284,0
T2-095260,Mateo Sato,16.1,Female,USA,Single,Student,2,147836,429.49,E,Southampton,Leisure,7,0,0,1,1,0.15,725,0.39,Unknown,99.1,19.0,High,0.86,Teen,429.49,0.64,0.2921,0
T2-095261,James Anderson,39.1,Female,USA,Married,Engineering,3,623832,160.87,Unknown,Cherbourg,Leisure,9,0,0,1,1,0.68,797,0.38,Unknown,88.2,20.1,High,0.18,Middle_Aged,160.87,0.65,0.122,1
T2-095262,James Jones,40.5,Male,USA,Single,Engineering,1,266561,868.19,B,Cherbourg,Business,10,1,0,2,0,0.26,922,0.82,Mobility Impaired,27.2,69.0,Medium,2.41,Middle_Aged,434.1,0.44,0.1566,0
T2-095263,Elizabeth Ali,35.0,Male,France,Married,Unknown,3,423774,91.01,F,Southampton,Leisure,3,0,0,1,1,0.48,657,0.29,Mild Chronic,75.6,8.0,Low,-0.23,Adult,91.01,0.72,0.0798,0
T2-095264,Barbara Wilson,21.1,Female,China,Single,Tech,3,732223,262.45,E,Southampton,Business,3,1,0,2,0,0.62,949,0.51,Unknown,79.0,28.6,High,0.02,Adult,131.22,0.69,0.2639,1
T2-095265,John Rodriguez,76.3,Female,UK,Single,Business,3,290139,101.31,F,New York,Business,13,0,0,1,1,0.87,957,0.29,Cardiovascular,34.0,70.4,High,0.23,Senior,101.31,0.72,0.0344,0
T2-095266,Lars Sato,61.1,Female,USA,Single,Education,3,831690,222.01,Unknown,New York,Relocation,5,0,1,2,0,0.29,424,0.31,Asthma,56.5,45.9,High,0.13,Senior,111.0,0.85,0.1169,0
T2-095267,Richard Smith,14.6,Female,China,Single,Student,1,793451,1933.73,A,Southampton,Leisure,6,0,0,1,1,0.34,24,0.79,Unknown,97.6,31.5,High,5.67,Teen,1933.73,0.32,0.6212,1
T2-095268,Jennifer Rodriguez,44.7,Female,UK,Married,Military,3,120609,197.61,Unknown,Southampton,Leisure,6,0,0,1,1,0.53,386,0.64,Cardiovascular,43.1,20.1,High,0.33,Middle_Aged,197.61,0.44,0.4025,1
T2-095269,Yuki Ali,16.1,Male,USA,Single,Student,3,290685,205.97,F,Southampton,Relocation,11,0,0,1,1,0.08,859,0.27,Unknown,89.4,18.5,Low,0.05,Teen,205.97,0.73,0.1351,0
T2-095270,Elena Johnson,49.1,Female,USA,Married,Laborer,3,243388,91.3,F,Southampton,Relocation,13,1,0,2,0,0.07,984,0.18,Mild Chronic,51.4,22.4,High,0.06,Middle_Aged,45.65,0.96,0.3723,1
T2-095271,Elena Chen,26.2,Female,USA,Married,Unknown,3,481035,118.07,E,Cherbourg,Leisure,8,2,1,4,0,0.2,43,0.44,Unknown,87.9,12.5,High,0.31,Adult,29.52,1.05,0.4704,1
T2-095272,Mateo Garcia,25.0,Male,Japan,Married,Education,3,959496,132.92,Unknown,Cherbourg,Relocation,5,0,0,1,1,0.65,60,0.41,Unknown,94.3,9.8,Low,0.35,Adult,132.92,0.62,0.1144,0
T2-095273,Elizabeth Ali,29.7,Female,USA,Divorced,Tech,3,204134,175.29,F,Southampton,Relocation,11,0,1,2,0,0.19,976,0.21,Unknown,80.0,28.6,High,0.32,Adult,87.64,0.93,0.2201,0
T2-095274,Jennifer Miller,39.0,Female,UK,Single,Engineering,1,831368,1493.44,B,Cherbourg,Family Visit,4,0,0,1,1,0.76,611,0.77,Unknown,82.5,15.2,High,4.49,Middle_Aged,1493.44,0.33,0.381,1
T2-095275,James Chen,32.0,Female,UK,Married,Education,3,658244,132.9,F,Southampton,Leisure,9,1,0,2,0,0.5,551,0.22,Unknown,80.3,10.0,High,0.2,Adult,66.45,0.92,0.2732,0
T2-095276,Joseph Patel,8.0,Male,Australia,Single,Student,2,210562,443.69,Unknown,Queenstown,Leisure,12,0,0,1,1,0.72,8,0.62,Cardiovascular,67.1,20.1,High,0.77,Child,443.69,0.45,0.6086,1
T2-095277,Susan Wilson,36.1,Female,India,Married,Education,3,344993,26.0,E,Southampton,Leisure,5,0,1,2,0,0.25,739,0.38,Unknown,81.9,17.5,High,0.31,Middle_Aged,13.0,0.8,0.1142,0
T2-095278,Barbara Anderson,75.8,Male,UK,Married,Tourism,1,975828,1433.89,D,Southampton,Leisure,8,0,0,1,1,0.87,364,0.44,Asthma,41.5,11.4,Medium,4.44,Senior,1433.89,0.6,0.1694,0
T2-095279,Elizabeth Anderson,26.8,Female,France,Married,Military,3,655923,80.32,Unknown,Cherbourg,Family Visit,5,0,0,1,1,0.44,254,0.11,Mild Chronic,76.6,67.1,High,0.45,Adult,80.32,0.86,0.1724,0
T2-095280,William Martinez,57.4,Male,UK,Married,Military,1,363215,702.02,A,Southampton,Leisure,12,1,0,2,0,0.52,370,0.86,Asthma,57.4,14.3,Medium,2.22,Middle_Aged,351.01,0.41,0.5295,1
T2-095281,Yuki Brown,29.4,Female,France,Married,Student,1,766101,870.95,A,Queenstown,Relocation,5,0,0,1,1,0.86,711,0.87,Unknown,89.6,48.8,High,2.67,Adult,870.95,0.25,0.5186,0
T2-095282,Joseph Garcia,18.2,Female,USA,Widowed,Military,1,560212,821.85,D,Queenstown,Business,12,0,1,2,0,0.45,546,0.57,Unknown,93.6,11.4,High,2.62,Adult,410.92,0.64,0.7508,0
T2-095283,Susan Martinez,32.6,Male,Japan,Married,Laborer,3,755531,186.51,Unknown,New York,Business,12,0,0,1,1,0.18,625,0.22,Unknown,84.9,21.5,Low,0.28,Adult,186.51,0.77,0.1581,0
T2-095284,Elena Sato,34.5,Male,Germany,Single,Laborer,3,785252,188.11,F,Cherbourg,Leisure,8,1,1,3,0,0.03,45,0.35,Unknown,83.5,6.6,Low,-0.01,Adult,62.7,0.97,0.1913,1
T2-095285,Elizabeth Garcia,34.1,Female,USA,Single,Engineering,3,751096,132.43,Unknown,Southampton,Business,9,0,0,1,1,0.54,493,0.37,Unknown,88.1,20.1,High,-0.3,Adult,132.43,0.65,0.274,0
T2-095286,James O'Connor,16.5,Male,UK,Single,Student,1,328593,887.16,B,Queenstown,Family Visit,9,1,1,3,0,0.5,923,0.89,Unknown,94.4,33.8,Medium,2.84,Teen,295.72,0.54,0.8345,1
T2-095287,Mateo Müller,74.5,Male,UK,Married,Business,2,264457,568.0,C,Queenstown,Leisure,6,0,1,2,0,0.02,930,0.75,Asthma,35.6,29.0,Low,0.83,Senior,284.0,0.5,0.1591,0
T2-095288,Mary Kim,35.3,Female,Australia,Married,Laborer,1,676892,1719.51,A,Southampton,Business,13,0,0,1,1,0.02,79,0.98,Mild Chronic,74.5,22.9,High,5.3,Middle_Aged,1719.51,0.17,0.7736,1
T2-095289,Mary Lopez,22.8,Female,UK,Married,Education,2,140092,372.77,C,Southampton,Leisure,6,0,0,1,1,0.36,151,0.84,Unknown,100.0,26.3,High,0.63,Adult,372.77,0.28,0.7357,0
T2-095290,Mary Garcia,50.1,Male,China,Married,Tech,3,492960,183.77,G,New York,Leisure,5,1,0,2,0,0.07,436,0.21,Cardiovascular,32.4,34.3,Low,0.47,Middle_Aged,91.88,0.93,0.075,0
T2-095291,Mary Gonzalez,12.8,Male,Australia,Single,Student,1,542281,1089.56,C,Southampton,Leisure,11,1,0,2,0,0.56,372,0.79,Unknown,94.8,5.6,Medium,3.13,Teen,544.78,0.47,0.5384,1
T2-095292,Linda Ali,20.1,Female,UK,Married,Healthcare,3,922275,243.07,E,Cherbourg,Leisure,3,0,1,2,0,0.89,889,0.44,Unknown,97.3,11.8,High,0.09,Adult,121.54,0.75,0.5964,1
T2-095293,Fatima Martinez,22.3,Female,France,Single,Laborer,1,302282,423.85,C,Queenstown,Business,10,1,0,2,0,0.27,383,0.73,Unknown,84.3,39.3,High,1.34,Adult,211.92,0.52,0.8742,1
T2-095294,Aarav Wilson,18.6,Male,UK,Married,Military,3,377809,183.96,G,Cherbourg,Relocation,5,2,0,3,0,0.61,628,0.13,Asthma,70.2,32.6,Low,0.5,Adult,61.32,1.15,0.1511,0
T2-095295,Richard Davis,22.8,Male,UK,Single,Education,3,514616,263.53,F,Southampton,Relocation,4,0,0,1,1,0.41,269,0.39,Unknown,89.0,35.6,Low,0.66,Adult,263.53,0.64,0.1008,0
T2-095296,Wei Wilson,21.2,Non-Binary,UK,Married,Military,3,353608,139.52,Unknown,Southampton,Business,3,1,0,2,0,0.61,389,0.17,Unknown,86.3,60.1,Low,0.07,Adult,69.76,0.96,0.0577,0
T2-095297,Linda Martinez,26.4,Female,France,Single,Education,2,239173,506.38,Unknown,Southampton,Leisure,4,1,0,2,0,0.43,237,0.85,Unknown,83.5,28.9,High,1.36,Adult,253.19,0.42,0.6231,1
T2-095298,Elizabeth Rodriguez,22.9,Male,India,Married,Education,3,923023,168.45,E,Queenstown,Family Visit,4,0,0,1,1,0.03,225,0.43,Unknown,81.5,8.0,Low,0.11,Adult,168.45,0.61,0.0535,0
